candidate_id,family,timeframe,context,trigger,confirmation,invalidation,exit_family,time_stop_bars,hypothesis,economic_fingerprint,priority_seed,novelty_score
s70_0e48ce711ef055cb,volatility_reclaim_break,1h,range,compression_breakout,oi_expansion_confirm,structure_break,scale_out_then_trail,8,"{'context': 'range', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8}",44649355c6049a0fe2c6,0.79,0.3
s70_425d3b6e00d995d2,funding_imbalance_revert,4h,transition,compression_breakout,oi_expansion_confirm,structure_break,scale_out_then_trail,16,"{'context': 'transition', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 16}",5a2f5bb18e52c575f250,0.79,0.3
s70_7673aee806aac6c3,trend_flush_recovery,2h,range,compression_breakout,oi_expansion_confirm,structure_break,fixed_rr,12,"{'context': 'range', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",9c06f19880f71cd20bec,0.79,0.3
s70_86caaa1f6c3ab6b4,regime_shift_entry,30m,trend,liquidity_sweep_reclaim,oi_expansion_confirm,failed_reclaim,fixed_rr,72,"{'context': 'trend', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 72}",d5724b4438a4c93f26d7,0.79,0.3
s70_a1d03d0d214ee168,open_interest_divergence_break,15m,transition,funding_flush_reversion,multi_tf_alignment_confirm,volatility_recompression,trailing_atr,24,"{'context': 'transition', 'trigger': 'funding_flush_reversion', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 24}",04bc270d3652f33dffe3,0.79,0.3
s70_339a4d73525adf8a,trend_flush_recovery,2h,range,oi_divergence_break,momentum_slope_confirm,flow_reversal,trailing_atr,36,"{'context': 'range', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'trailing_atr', 'time_stop_bars': 36}",5408b363382d85dd3998,0.79,0.28333333
s70_489e7d6c90a48265,funding_imbalance_revert,4h,transition,oi_divergence_break,momentum_slope_confirm,failed_reclaim,fixed_rr,48,"{'context': 'transition', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",fd1dee5e7f118eaf5ae0,0.79,0.28333333
s70_5f0c37156562304c,session_liquidity_rotation,1h,vol_shock,session_rotation_break,none,structure_break,scale_out_then_trail,8,"{'context': 'vol_shock', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'structure_break', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8}",273dfa425bb1f849ffa8,0.79,0.28333333
s70_e125b01da076d389,open_interest_divergence_break,15m,transition,session_rotation_break,none,failed_reclaim,scale_out_then_trail,72,"{'context': 'transition', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 72}",cd4cb8a898d4d168c3f5,0.79,0.28333333
s70_e52eef96e7fefb5c,multi_tf_bias_alignment,30m,vol_shock,session_rotation_break,none,structure_break,fixed_rr,72,"{'context': 'vol_shock', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 72}",6a46a609157d64e6451b,0.79,0.28333333
s70_49bab5ccdb4f2757,structure_pullback_continuation,2h,liquidity_rotation,compression_breakout,oi_expansion_confirm,failed_reclaim,scale_out_then_trail,36,"{'context': 'liquidity_rotation', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 36}",272f4ae337e4e225cabc,0.79,0.26666667
s70_70c1ad12f9624024,multi_tf_bias_alignment,30m,vol_shock,liquidity_sweep_reclaim,oi_expansion_confirm,flow_reversal,trailing_atr,24,"{'context': 'vol_shock', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'trailing_atr', 'time_stop_bars': 24}",283ff561fa553930f6be,0.79,0.26666667
s70_8e4e2ea372ef0e49,open_interest_divergence_break,15m,transition,liquidity_sweep_reclaim,oi_expansion_confirm,volatility_recompression,time_exit,16,"{'context': 'transition', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 16}",0cad7787afb3d450e3e6,0.79,0.26666667
s70_9d4d238dff004a76,liquidity_sweep_reversal,4h,liquidity_rotation,compression_breakout,oi_expansion_confirm,failed_reclaim,fixed_rr,48,"{'context': 'liquidity_rotation', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",a97dcc47b9ee1f3d36df,0.79,0.26666667
s70_ed8462f72575681e,session_liquidity_rotation,1h,vol_shock,liquidity_sweep_reclaim,oi_expansion_confirm,flow_reversal,time_exit,24,"{'context': 'vol_shock', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'time_exit', 'time_stop_bars': 24}",0d71313c923166f69228,0.79,0.26666667
s70_167432fe16d34657,liquidity_sweep_reversal,4h,liquidity_rotation,oi_divergence_break,momentum_slope_confirm,volatility_recompression,trailing_atr,12,"{'context': 'liquidity_rotation', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 12}",4e725acbbe9fc434524e,0.79,0.25
s70_25c348fba1e539ac,squeeze_flow_breakout,15m,trend,oi_divergence_break,none,flow_reversal,time_exit,16,"{'context': 'trend', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'time_exit', 'time_stop_bars': 16}",f1f1eea604be7ccc4759,0.79,0.25
s70_6ccf77068bb57254,structure_pullback_continuation,2h,liquidity_rotation,oi_divergence_break,momentum_slope_confirm,volatility_recompression,time_exit,8,"{'context': 'liquidity_rotation', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 8}",65938a34e7767eb25d42,0.79,0.25
s70_a493b1a085cd5d6c,crowded_side_squeeze,30m,trend,session_rotation_break,none,flow_reversal,scale_out_then_trail,24,"{'context': 'trend', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",a2f55fbfd1a34611cc83,0.79,0.25
s70_dd547d36b2c383dc,session_liquidity_rotation,1h,vol_shock,funding_flush_reversion,momentum_slope_confirm,volatility_recompression,trailing_atr,72,"{'context': 'vol_shock', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 72}",8953b0992ef70227f000,0.79,0.25
s70_1558439d2284d639,liquidity_sweep_reversal,4h,liquidity_rotation,pullback_reclaim,volume_expansion_confirm,structure_break,scale_out_then_trail,36,"{'context': 'liquidity_rotation', 'trigger': 'pullback_reclaim', 'participation': 'volume_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 36}",9c7390500485feb9da4c,0.79,0.23333333
s70_69dd265c62cc7873,crowded_side_squeeze,30m,trend,liquidity_sweep_reclaim,oi_expansion_confirm,volatility_recompression,time_exit,72,"{'context': 'trend', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 72}",7a75b924e8671d6fbd4e,0.79,0.23333333
s70_83d4b62781a8dfc9,squeeze_flow_breakout,15m,trend,pullback_reclaim,oi_expansion_confirm,structure_break,fixed_rr,48,"{'context': 'trend', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",46908fc28b24a4ebc35b,0.79,0.23333333
s70_a3ab0c0b3c70d158,flow_exhaustion_reversal,1h,range,liquidity_sweep_reclaim,oi_expansion_confirm,volatility_recompression,trailing_atr,8,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 8}",ec654b01f11fcfb56406,0.79,0.23333333
s70_af365e4c6a334a8f,regime_shift_entry,2h,range,liquidity_sweep_reclaim,oi_expansion_confirm,volatility_recompression,time_exit,12,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 12}",0e86d2bf8778fe7466c2,0.79,0.23333333
s70_33d45c12e418116f,trend_flush_recovery,15m,transition,oi_divergence_break,none,volatility_recompression,trailing_atr,48,"{'context': 'transition', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 48}",67548d0b9e5e23793c00,0.79,0.21666667
s70_3cef5738d09cfaec,volatility_reclaim_break,4h,transition,oi_divergence_break,momentum_slope_confirm,structure_break,time_exit,48,"{'context': 'transition', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'structure_break', 'exit_family': 'time_exit', 'time_stop_bars': 48}",eb98f886641ad6455b95,0.79,0.21666667
s70_50516747b4530d53,flow_exhaustion_reversal,1h,range,funding_flush_reversion,momentum_slope_confirm,failed_reclaim,scale_out_then_trail,24,"{'context': 'range', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",5a7b477c4590d2e9b013,0.79,0.21666667
s70_b5cc5d3a116eff56,crowded_side_squeeze,30m,trend,funding_flush_reversion,momentum_slope_confirm,failed_reclaim,fixed_rr,16,"{'context': 'trend', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 16}",018908204615699c0341,0.79,0.21666667
s70_bdb38cb7080ca555,regime_shift_entry,2h,range,funding_flush_reversion,momentum_slope_confirm,structure_break,fixed_rr,36,"{'context': 'range', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 36}",887ad03fee481af18493,0.79,0.21666667
s70_0b8c5578121f1b64,funding_imbalance_revert,30m,vol_shock,pullback_reclaim,oi_expansion_confirm,failed_reclaim,fixed_rr,16,"{'context': 'vol_shock', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 16}",b86fa4d80130bae47003,0.79,0.2
s70_44f83772876f6824,trend_flush_recovery,15m,transition,pullback_reclaim,oi_expansion_confirm,failed_reclaim,scale_out_then_trail,12,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 12}",6cea897c55ee47fc03ea,0.79,0.2
s70_765887e11753ad33,volatility_reclaim_break,4h,transition,pullback_reclaim,volume_expansion_confirm,flow_reversal,fixed_rr,12,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'volume_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",243fb95dfc4a4e795461,0.79,0.2
s70_a93630529cd7a4e8,multi_tf_bias_alignment,2h,liquidity_rotation,liquidity_sweep_reclaim,oi_expansion_confirm,structure_break,trailing_atr,36,"{'context': 'liquidity_rotation', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 36}",0b66833b7d962cfd04d9,0.79,0.2
s70_b497066b86e5c046,regime_shift_entry,2h,range,session_rotation_break,volume_expansion_confirm,flow_reversal,trailing_atr,8,"{'context': 'range', 'trigger': 'session_rotation_break', 'participation': 'volume_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'trailing_atr', 'time_stop_bars': 8}",69403bc9749cf6b26362,0.79,0.2
s70_da71f7adc7de7cd9,open_interest_divergence_break,1h,vol_shock,liquidity_sweep_reclaim,oi_expansion_confirm,structure_break,time_exit,24,"{'context': 'vol_shock', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'time_exit', 'time_stop_bars': 24}",2be5cee73b83e9c0ebbf,0.79,0.2
s70_04a7846005129586,regime_shift_entry,30m,trend,liquidity_sweep_reclaim,oi_expansion_confirm,structure_break,scale_out_then_trail,8,"{'context': 'trend', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8}",8142f92db944a9d0e1e4,0.77,0.66666667
s70_077698837355c84a,volatility_reclaim_break,1h,range,compression_breakout,oi_expansion_confirm,structure_break,fixed_rr,12,"{'context': 'range', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",fba0a4ff8324fe8b077a,0.77,0.66666667
s70_19fa6385c5d9675a,flow_exhaustion_reversal,15m,trend,liquidity_sweep_reclaim,oi_expansion_confirm,failed_reclaim,fixed_rr,72,"{'context': 'trend', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 72}",41f24ea287dc8fa846de,0.77,0.66666667
s70_b20e9816108b3030,funding_imbalance_revert,4h,transition,compression_breakout,oi_expansion_confirm,volatility_recompression,trailing_atr,16,"{'context': 'transition', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 16}",07b073768d08849ab400,0.77,0.66666667
s70_bbf872f65b5e0038,trend_flush_recovery,2h,range,compression_breakout,oi_expansion_confirm,volatility_recompression,scale_out_then_trail,16,"{'context': 'range', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 16}",dbe701dea953385f7d6e,0.77,0.66666667
s70_678499a6f9da21a4,trend_flush_recovery,2h,range,oi_divergence_break,momentum_slope_confirm,failed_reclaim,time_exit,48,"{'context': 'range', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'time_exit', 'time_stop_bars': 48}",edae8c9aca413a43148f,0.77,0.65
s70_6825f554802fd92b,open_interest_divergence_break,15m,transition,session_rotation_break,none,structure_break,fixed_rr,72,"{'context': 'transition', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 72}",df16a7ee9c2746564fe8,0.77,0.65
s70_6d5ab2ca37185ba5,volatility_reclaim_break,1h,range,oi_divergence_break,momentum_slope_confirm,flow_reversal,trailing_atr,36,"{'context': 'range', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'trailing_atr', 'time_stop_bars': 36}",f86ad2646159c42c5976,0.77,0.65
s70_9a83a8d8b6c58978,multi_tf_bias_alignment,30m,vol_shock,session_rotation_break,none,structure_break,scale_out_then_trail,8,"{'context': 'vol_shock', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'structure_break', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8}",2b1131d00dcbc8739a7b,0.77,0.65
s70_b9bca78480395460,funding_imbalance_revert,4h,transition,oi_divergence_break,momentum_slope_confirm,failed_reclaim,scale_out_then_trail,72,"{'context': 'transition', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 72}",a93780a1da2c4e8b26eb,0.77,0.65
s70_1df553183024db8f,structure_pullback_continuation,2h,liquidity_rotation,compression_breakout,oi_expansion_confirm,failed_reclaim,fixed_rr,48,"{'context': 'liquidity_rotation', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",de232d0b59e1f73ae3ad,0.77,0.63333333
s70_34aee0fe3a739832,funding_imbalance_revert,4h,transition,pullback_reclaim,volume_expansion_confirm,flow_reversal,time_exit,16,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'volume_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'time_exit', 'time_stop_bars': 16}",4eb9343925883d22aee3,0.77,0.63333333
s70_3b9ce6c16c753c85,multi_tf_bias_alignment,30m,vol_shock,liquidity_sweep_reclaim,oi_expansion_confirm,flow_reversal,time_exit,24,"{'context': 'vol_shock', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'time_exit', 'time_stop_bars': 24}",fa38eec7f24d19aa72bc,0.77,0.63333333
s70_3bba2fb3b3d0af44,session_liquidity_rotation,1h,vol_shock,liquidity_sweep_reclaim,oi_expansion_confirm,failed_reclaim,scale_out_then_trail,36,"{'context': 'vol_shock', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 36}",c4502b323ced823f0c65,0.77,0.63333333
s70_5c21a799f9706a03,open_interest_divergence_break,15m,transition,liquidity_sweep_reclaim,oi_expansion_confirm,flow_reversal,trailing_atr,16,"{'context': 'transition', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'trailing_atr', 'time_stop_bars': 16}",db37e9f8554c0582bc0a,0.77,0.63333333
s70_31fd7727034feaa3,liquidity_sweep_reversal,4h,liquidity_rotation,oi_divergence_break,momentum_slope_confirm,flow_reversal,time_exit,16,"{'context': 'liquidity_rotation', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'time_exit', 'time_stop_bars': 16}",6b2c53760cface4d35f7,0.77,0.61666667
s70_8c1dbe0962158625,structure_pullback_continuation,2h,liquidity_rotation,oi_divergence_break,momentum_slope_confirm,flow_reversal,trailing_atr,12,"{'context': 'liquidity_rotation', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'trailing_atr', 'time_stop_bars': 12}",b3580599e1f7d1798cd7,0.77,0.61666667
s70_94a28e9effdbe242,squeeze_flow_breakout,15m,trend,oi_divergence_break,none,flow_reversal,scale_out_then_trail,24,"{'context': 'trend', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",428f3a915a21e76977dd,0.77,0.61666667
s70_be0c0d248ae66075,session_liquidity_rotation,1h,vol_shock,funding_flush_reversion,momentum_slope_confirm,volatility_recompression,time_exit,8,"{'context': 'vol_shock', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 8}",e511f50f641a0d25c91b,0.77,0.61666667
s70_e7a2ef7cf7b8f247,multi_tf_bias_alignment,30m,vol_shock,funding_flush_reversion,momentum_slope_confirm,volatility_recompression,fixed_rr,72,"{'context': 'vol_shock', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'fixed_rr', 'time_stop_bars': 72}",1f57b702040b7bfa6ffa,0.77,0.61666667
s70_5b397174b06ffa53,crowded_side_squeeze,30m,trend,liquidity_sweep_reclaim,oi_expansion_confirm,volatility_recompression,trailing_atr,8,"{'context': 'trend', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 8}",b9cdba5c0e52631be9d4,0.77,0.6
s70_719cf5f0b6c483b7,squeeze_flow_breakout,15m,trend,pullback_reclaim,oi_expansion_confirm,volatility_recompression,time_exit,72,"{'context': 'trend', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 72}",124ee96297332d890be7,0.77,0.6
s70_a34ec66dc3dc1226,structure_pullback_continuation,2h,liquidity_rotation,pullback_reclaim,volume_expansion_confirm,structure_break,scale_out_then_trail,36,"{'context': 'liquidity_rotation', 'trigger': 'pullback_reclaim', 'participation': 'volume_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 36}",d288df1fe04b693c3be0,0.77,0.6
s70_b73c50df4e19a68e,flow_exhaustion_reversal,1h,range,liquidity_sweep_reclaim,oi_expansion_confirm,flow_reversal,time_exit,12,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'time_exit', 'time_stop_bars': 12}",8e0f9d24c5d172a766e6,0.77,0.6
s70_e41474201bae7802,liquidity_sweep_reversal,4h,liquidity_rotation,pullback_reclaim,volume_expansion_confirm,structure_break,fixed_rr,48,"{'context': 'liquidity_rotation', 'trigger': 'pullback_reclaim', 'participation': 'volume_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",c9286e992a91645b37d8,0.77,0.6
s70_49965b2c4031079a,regime_shift_entry,2h,range,funding_flush_reversion,momentum_slope_confirm,structure_break,time_exit,36,"{'context': 'range', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'structure_break', 'exit_family': 'time_exit', 'time_stop_bars': 36}",894c81f81a286db39edd,0.77,0.58333333
s70_82a68bfa8e05fea5,squeeze_flow_breakout,15m,trend,compression_breakout,momentum_slope_confirm,failed_reclaim,fixed_rr,16,"{'context': 'trend', 'trigger': 'compression_breakout', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 16}",6051b85a9cfe69964cf1,0.77,0.58333333
s70_93184e8d169f94fe,crowded_side_squeeze,30m,trend,funding_flush_reversion,momentum_slope_confirm,failed_reclaim,scale_out_then_trail,24,"{'context': 'trend', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",02654ed2f24a8a66f06a,0.77,0.58333333
s70_b551f2173f9f68e5,volatility_reclaim_break,4h,transition,oi_divergence_break,momentum_slope_confirm,volatility_recompression,trailing_atr,48,"{'context': 'transition', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 48}",de2c2ec465fa59de1f34,0.77,0.58333333
s70_fc6ef3c197704d7b,flow_exhaustion_reversal,1h,range,funding_flush_reversion,momentum_slope_confirm,structure_break,fixed_rr,36,"{'context': 'range', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 36}",1b6774b8ad8a6c976eed,0.77,0.58333333
s70_0d07abd7dc398c10,flow_exhaustion_reversal,1h,range,session_rotation_break,volume_expansion_confirm,flow_reversal,trailing_atr,8,"{'context': 'range', 'trigger': 'session_rotation_break', 'participation': 'volume_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'trailing_atr', 'time_stop_bars': 8}",c96f27e4e5b96768280b,0.77,0.56666667
s70_0eeba7ecaa3b7df0,volatility_reclaim_break,4h,transition,pullback_reclaim,volume_expansion_confirm,failed_reclaim,scale_out_then_trail,12,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'volume_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 12}",e00feab7881f7ea798cc,0.77,0.56666667
s70_32f5a908290d19f4,open_interest_divergence_break,1h,vol_shock,liquidity_sweep_reclaim,oi_expansion_confirm,structure_break,trailing_atr,36,"{'context': 'vol_shock', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 36}",b2defd3ecc71477d1b68,0.77,0.56666667
s70_3f29e5b01ddc1c33,regime_shift_entry,2h,range,session_rotation_break,volume_expansion_confirm,failed_reclaim,fixed_rr,12,"{'context': 'range', 'trigger': 'session_rotation_break', 'participation': 'volume_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",55c20c750e84658f4870,0.77,0.56666667
s70_e889bf63433c1209,funding_imbalance_revert,30m,vol_shock,pullback_reclaim,oi_expansion_confirm,structure_break,scale_out_then_trail,24,"{'context': 'vol_shock', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",500ff53f4f74a45b4346,0.77,0.56666667
s70_fafd1449dd388a54,trend_flush_recovery,15m,transition,pullback_reclaim,oi_expansion_confirm,failed_reclaim,fixed_rr,16,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 16}",cdbe3e39c4ed667d419a,0.77,0.56666667
s70_0d0b84e5cec3ce6d,session_liquidity_rotation,4h,liquidity_rotation,funding_flush_reversion,momentum_slope_confirm,failed_reclaim,scale_out_then_trail,16,"{'context': 'liquidity_rotation', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 16}",54ee27c67ce1acfe110d,0.77,0.55
s70_2cc2bea842f1fb9b,multi_tf_bias_alignment,2h,liquidity_rotation,funding_flush_reversion,momentum_slope_confirm,failed_reclaim,fixed_rr,12,"{'context': 'liquidity_rotation', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",ed05cb13bedb4fa96e84,0.77,0.55
s70_414304de105451b5,volatility_reclaim_break,4h,transition,compression_breakout,multi_tf_alignment_confirm,volatility_recompression,time_exit,36,"{'context': 'transition', 'trigger': 'compression_breakout', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 36}",a72f125eebf069f3878a,0.77,0.55
