candidate_id,family,mechanism_family,timeframe,context,trigger,confirmation,participation,participation_style,invalidation,risk_model,exit_family,time_stop_bars,session_filter,modules,transfer_risk_prior,mechanism_signature,priority_seed,novelty_score,beam_score,source_branch,hypothesis,economic_fingerprint
s70_a52dad3adfca6afb,volatility_regime_transition,volatility_regime_transition,4h,transition,compression_to_expansion,breakout_readiness_confirm,anticipatory_break,anticipatory_break,failed_expansion,vol_transition,time_exit,14,any_session,"['volatility_regime_engine', 'structure_engine']",0.3,fd48cf6cf795d2d40c77,0.83,0.710909,0.45,mechanism_generator,"{'context': 'transition', 'trigger': 'compression_to_expansion', 'participation': 'anticipatory_break', 'invalidation': 'failed_expansion', 'risk_model': 'vol_transition', 'exit_family': 'time_exit', 'time_stop_bars': 14, 'session_filter': 'any_session'}",fd48cf6cf795d2d40c77
s70_a97f743b566db15e,failed_breakout_reversal,failed_breakout_reversal,4h,transition,failed_breakout_snapback,reclaim_confirm,close_back_inside,close_back_inside,breakout_reacceptance,failed_breakout_reversal,breakeven_then_fixed,6,any_session,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,baa542ff60ade83e10da,0.83,0.710909,0.3875,mechanism_generator,"{'context': 'transition', 'trigger': 'failed_breakout_snapback', 'participation': 'close_back_inside', 'invalidation': 'breakout_reacceptance', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 6, 'session_filter': 'any_session'}",baa542ff60ade83e10da
s70_b6f1e95abdea5ae2,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,4h,crowding,funding_flush_reversion,crowding_extreme_confirm,delayed_reversal,delayed_reversal,crowding_acceleration,crowding_reversion,fixed_rr,6,any_session,"['crowding_layer', 'flow_regime_engine']",0.48,1abd845f6657634a3f89,0.83,0.710909,0.55,mechanism_generator,"{'context': 'crowding', 'trigger': 'funding_flush_reversion', 'participation': 'delayed_reversal', 'invalidation': 'crowding_acceleration', 'risk_model': 'crowding_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 6, 'session_filter': 'any_session'}",1abd845f6657634a3f89
s70_cb9081f3fffa4143,squeeze_flow_breakout,squeeze_flow_breakout,4h,vol_shock,compression_breakout,flow_burst_confirm,opening_drive,opening_drive,failed_breakout,breakout_follow_through,trailing_atr,10,any_session,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,6e917ab393a16938b7bd,0.83,0.710909,0.4875,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'compression_breakout', 'participation': 'opening_drive', 'invalidation': 'failed_breakout', 'risk_model': 'breakout_follow_through', 'exit_family': 'trailing_atr', 'time_stop_bars': 10, 'session_filter': 'any_session'}",6e917ab393a16938b7bd
s70_d51319f14b0327e4,squeeze_flow_breakout,squeeze_flow_breakout,1h,transition,range_expansion_break,flow_burst_confirm,opening_drive,opening_drive,failed_breakout,breakout_follow_through,scale_out_then_trail,10,high_liquidity_hours,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,8a84663fafee7e4c40d2,0.83,0.710909,0.5125,mechanism_generator,"{'context': 'transition', 'trigger': 'range_expansion_break', 'participation': 'opening_drive', 'invalidation': 'failed_breakout', 'risk_model': 'breakout_follow_through', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 10, 'session_filter': 'high_liquidity_hours'}",8a84663fafee7e4c40d2
s70_dc7af4c95f37d72e,failed_breakout_reversal,failed_breakout_reversal,15m,transition,fake_breakout_reversal,reclaim_confirm,reclaim_retest,reclaim_retest,breakout_reacceptance,failed_breakout_reversal,fixed_rr,10,session_extremes,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,1277c7ef1cc12c6be3d1,0.83,0.710909,0.4625,mechanism_generator,"{'context': 'transition', 'trigger': 'fake_breakout_reversal', 'participation': 'reclaim_retest', 'invalidation': 'breakout_reacceptance', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 10, 'session_filter': 'session_extremes'}",1277c7ef1cc12c6be3d1
s70_e9f2f95e59f0d3b0,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,30m,transition,funding_flush_reversion,crowding_extreme_confirm,delayed_reversal,delayed_reversal,trend_resume,crowding_reversion,fixed_rr,12,any_session,"['crowding_layer', 'flow_regime_engine']",0.48,a8b8c700ffe049dae70e,0.83,0.710909,0.6,mechanism_generator,"{'context': 'transition', 'trigger': 'funding_flush_reversion', 'participation': 'delayed_reversal', 'invalidation': 'trend_resume', 'risk_model': 'crowding_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 12, 'session_filter': 'any_session'}",a8b8c700ffe049dae70e
s70_eb9e6708181caf6e,multi_tf_disagreement_repair,multi_tf_disagreement_repair,30m,trend,htf_ltf_disagreement_repair,structure_realign_confirm,alignment_reclaim,alignment_reclaim,misalignment_persists,multi_tf_repair,scale_out_then_trail,8,any_session,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,3aef06cdbbd3eb70deb7,0.83,0.710909,0.4,mechanism_generator,"{'context': 'trend', 'trigger': 'htf_ltf_disagreement_repair', 'participation': 'alignment_reclaim', 'invalidation': 'misalignment_persists', 'risk_model': 'multi_tf_repair', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8, 'session_filter': 'any_session'}",3aef06cdbbd3eb70deb7
s70_ebea932b760bfc6c,liquidity_sweep_reversal,liquidity_sweep_reversal,1h,liquidity_rotation,pool_violation_reclaim,rejection_close_confirm,close_back_inside,close_back_inside,failed_reclaim,sweep_reversal,breakeven_then_fixed,4,any_session,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,9ed33291ec0331649080,0.83,0.710909,0.6375,mechanism_generator,"{'context': 'liquidity_rotation', 'trigger': 'pool_violation_reclaim', 'participation': 'close_back_inside', 'invalidation': 'failed_reclaim', 'risk_model': 'sweep_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 4, 'session_filter': 'any_session'}",9ed33291ec0331649080
s70_f4b899112a8d9e3e,liquidity_sweep_reversal,liquidity_sweep_reversal,4h,transition,pool_violation_reclaim,rejection_close_confirm,wick_rejection,wick_rejection,flow_reversal,sweep_reversal,fixed_rr,8,any_session,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,7dafa6687d2037d90107,0.83,0.710909,0.5875,mechanism_generator,"{'context': 'transition', 'trigger': 'pool_violation_reclaim', 'participation': 'wick_rejection', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 8, 'session_filter': 'any_session'}",7dafa6687d2037d90107
s70_f639270b7d934a65,volatility_regime_transition,volatility_regime_transition,30m,vol_shock,compression_to_expansion,breakout_readiness_confirm,confirmation_break,confirmation_break,recompression,vol_transition,time_exit,20,any_session,"['volatility_regime_engine', 'structure_engine']",0.3,78e42e9ee7bb2fe4617b,0.83,0.710909,0.5,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'compression_to_expansion', 'participation': 'confirmation_break', 'invalidation': 'recompression', 'risk_model': 'vol_transition', 'exit_family': 'time_exit', 'time_stop_bars': 20, 'session_filter': 'any_session'}",78e42e9ee7bb2fe4617b
s70_f78a87a1d469e95f,liquidity_sweep_reversal,liquidity_sweep_reversal,15m,transition,liquidity_sweep_reclaim,rejection_close_confirm,delayed_reclaim,delayed_reclaim,failed_reclaim,sweep_reversal,fixed_rr,6,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,4ec170bf63b830f0ca69,0.83,0.710909,0.35,mechanism_generator,"{'context': 'transition', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'delayed_reclaim', 'invalidation': 'failed_reclaim', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 6, 'session_filter': 'session_extremes'}",4ec170bf63b830f0ca69
s70_f7e884d0ae90e174,liquidity_sweep_reversal,liquidity_sweep_reversal,1h,range,liquidity_sweep_reclaim,rejection_close_confirm,close_back_inside,close_back_inside,flow_reversal,sweep_reversal,fixed_rr,4,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,282d4f25cb9a4b8ec744,0.83,0.710909,0.6625,mechanism_generator,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'close_back_inside', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'session_extremes'}",282d4f25cb9a4b8ec744
s70_f8ae869e981efcbc,structure_pullback_continuation,structure_pullback_continuation,15m,transition,pullback_reclaim,flow_continuation_confirm,aligned_flow,aligned_flow,structure_break,trend_pullback,trailing_atr,8,ldn_ny_overlap,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,4e22cae15a04e2577522,0.83,0.710909,0.45,mechanism_generator,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'aligned_flow', 'invalidation': 'structure_break', 'risk_model': 'trend_pullback', 'exit_family': 'trailing_atr', 'time_stop_bars': 8, 'session_filter': 'ldn_ny_overlap'}",4e22cae15a04e2577522
s70_0222899b9f7d9169,multi_tf_disagreement_repair,multi_tf_disagreement_repair,15m,transition,bias_realignment_break,flow_continuation_confirm,pullback_after_realign,pullback_after_realign,misalignment_persists,multi_tf_repair,scale_out_then_trail,12,any_session,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,aaf86923370caf60c1a4,0.83,0.692727,0.3625,mechanism_generator,"{'context': 'transition', 'trigger': 'bias_realignment_break', 'participation': 'pullback_after_realign', 'invalidation': 'misalignment_persists', 'risk_model': 'multi_tf_repair', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 12, 'session_filter': 'any_session'}",aaf86923370caf60c1a4
s70_072a10128980c440,exhaustion_mean_reversion,exhaustion_mean_reversion,4h,range,exhaustion_reversal,flow_exhaustion_confirm,close_reclaim,close_reclaim,new_extreme_break,mean_reversion,time_exit,12,late_session,"['flow_regime_engine', 'trade_geometry_layer']",0.4,5914a741427f3a5f6c49,0.83,0.692727,0.5875,mechanism_generator,"{'context': 'range', 'trigger': 'exhaustion_reversal', 'participation': 'close_reclaim', 'invalidation': 'new_extreme_break', 'risk_model': 'mean_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 12, 'session_filter': 'late_session'}",5914a741427f3a5f6c49
s70_09a943a0b6b755f2,liquidity_sweep_reversal,liquidity_sweep_reversal,2h,range,liquidity_sweep_reclaim,rejection_close_confirm,wick_rejection,wick_rejection,failed_reclaim,sweep_reversal,fixed_rr,4,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,2a5a464d2a659eaad22d,0.83,0.692727,0.575,mechanism_generator,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'wick_rejection', 'invalidation': 'failed_reclaim', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'session_extremes'}",2a5a464d2a659eaad22d
s70_1bc4f246e445a06a,exhaustion_mean_reversion,exhaustion_mean_reversion,15m,vol_shock,stretch_extreme_revert,flow_exhaustion_confirm,mean_snap,mean_snap,new_extreme_break,mean_reversion,time_exit,8,any_session,"['flow_regime_engine', 'trade_geometry_layer']",0.4,2bd2bdea31c4f3ece500,0.83,0.692727,0.6625,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'stretch_extreme_revert', 'participation': 'mean_snap', 'invalidation': 'new_extreme_break', 'risk_model': 'mean_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 8, 'session_filter': 'any_session'}",2bd2bdea31c4f3ece500
s70_24ab1c050a7bdf3c,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,4h,crowding,oi_divergence_revert,crowding_extreme_confirm,sentiment_snap,sentiment_snap,trend_resume,crowding_reversion,time_exit,6,high_liquidity_hours,"['crowding_layer', 'flow_regime_engine']",0.48,e804c3cc7e70a07c9491,0.83,0.692727,0.4875,mechanism_generator,"{'context': 'crowding', 'trigger': 'oi_divergence_revert', 'participation': 'sentiment_snap', 'invalidation': 'trend_resume', 'risk_model': 'crowding_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 6, 'session_filter': 'high_liquidity_hours'}",e804c3cc7e70a07c9491
s70_29877518316d5770,multi_tf_disagreement_repair,multi_tf_disagreement_repair,30m,trend,htf_ltf_disagreement_repair,flow_continuation_confirm,pullback_after_realign,pullback_after_realign,misalignment_persists,multi_tf_repair,trailing_atr,8,ldn_ny_overlap,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,4c01e5d92a14f203f1a4,0.83,0.692727,0.7,mechanism_generator,"{'context': 'trend', 'trigger': 'htf_ltf_disagreement_repair', 'participation': 'pullback_after_realign', 'invalidation': 'misalignment_persists', 'risk_model': 'multi_tf_repair', 'exit_family': 'trailing_atr', 'time_stop_bars': 8, 'session_filter': 'ldn_ny_overlap'}",4c01e5d92a14f203f1a4
s70_2ab55044037e7da5,failed_breakout_reversal,failed_breakout_reversal,15m,vol_shock,failed_breakout_snapback,reclaim_confirm,close_back_inside,close_back_inside,breakout_reacceptance,failed_breakout_reversal,fixed_rr,4,any_session,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,f7d3ec88fa068bd15ff4,0.83,0.692727,0.4,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'failed_breakout_snapback', 'participation': 'close_back_inside', 'invalidation': 'breakout_reacceptance', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'any_session'}",f7d3ec88fa068bd15ff4
s70_3dcdddaa197251ff,structure_pullback_continuation,structure_pullback_continuation,4h,transition,pullback_reclaim,volume_expansion_confirm,break_reclaim,break_reclaim,structure_break,trend_pullback,scale_out_then_trail,16,ldn_ny_overlap,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,7daaa4ea45ded047e10e,0.83,0.692727,0.675,mechanism_generator,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'break_reclaim', 'invalidation': 'structure_break', 'risk_model': 'trend_pullback', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 16, 'session_filter': 'ldn_ny_overlap'}",7daaa4ea45ded047e10e
s70_4161a09b683d7a8e,squeeze_flow_breakout,squeeze_flow_breakout,2h,vol_shock,compression_breakout,flow_burst_confirm,retest_hold,retest_hold,failed_breakout,breakout_follow_through,trailing_atr,16,any_session,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,a9e2fb4a82d7e430fce4,0.83,0.692727,0.45,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'compression_breakout', 'participation': 'retest_hold', 'invalidation': 'failed_breakout', 'risk_model': 'breakout_follow_through', 'exit_family': 'trailing_atr', 'time_stop_bars': 16, 'session_filter': 'any_session'}",a9e2fb4a82d7e430fce4
s70_4170f44f5d0da406,volatility_regime_transition,volatility_regime_transition,15m,vol_shock,compression_to_expansion,breakout_readiness_confirm,anticipatory_break,anticipatory_break,failed_expansion,vol_transition,trailing_atr,8,any_session,"['volatility_regime_engine', 'structure_engine']",0.3,fc7c1c534d8cecfece7e,0.83,0.692727,0.4625,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'compression_to_expansion', 'participation': 'anticipatory_break', 'invalidation': 'failed_expansion', 'risk_model': 'vol_transition', 'exit_family': 'trailing_atr', 'time_stop_bars': 8, 'session_filter': 'any_session'}",fc7c1c534d8cecfece7e
s70_445ecfc5a6b877ca,multi_tf_disagreement_repair,multi_tf_disagreement_repair,4h,transition,htf_ltf_disagreement_repair,flow_continuation_confirm,late_confirmation,late_confirmation,misalignment_persists,multi_tf_repair,scale_out_then_trail,18,ldn_ny_overlap,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,3cc15542696fde630812,0.83,0.692727,0.65,mechanism_generator,"{'context': 'transition', 'trigger': 'htf_ltf_disagreement_repair', 'participation': 'late_confirmation', 'invalidation': 'misalignment_persists', 'risk_model': 'multi_tf_repair', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 18, 'session_filter': 'ldn_ny_overlap'}",3cc15542696fde630812
s70_44d20b8476a05b08,liquidity_sweep_reversal,liquidity_sweep_reversal,2h,liquidity_rotation,liquidity_sweep_reclaim,flow_exhaustion_confirm,delayed_reclaim,delayed_reclaim,flow_reversal,sweep_reversal,breakeven_then_fixed,4,any_session,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,df4cf04665a4e1e40127,0.83,0.692727,0.55,mechanism_generator,"{'context': 'liquidity_rotation', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'delayed_reclaim', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 4, 'session_filter': 'any_session'}",df4cf04665a4e1e40127
s70_4d8368486dd618ca,volatility_regime_transition,volatility_regime_transition,30m,vol_shock,vol_regime_reclaim,breakout_readiness_confirm,anticipatory_break,anticipatory_break,recompression,vol_transition,trailing_atr,20,high_liquidity_hours,"['volatility_regime_engine', 'structure_engine']",0.3,a82c1369e8a8f470dc98,0.83,0.692727,0.4375,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'vol_regime_reclaim', 'participation': 'anticipatory_break', 'invalidation': 'recompression', 'risk_model': 'vol_transition', 'exit_family': 'trailing_atr', 'time_stop_bars': 20, 'session_filter': 'high_liquidity_hours'}",a82c1369e8a8f470dc98
s70_55d236c7ed798218,multi_tf_disagreement_repair,multi_tf_disagreement_repair,1h,trend,bias_realignment_break,flow_continuation_confirm,late_confirmation,late_confirmation,htf_bias_flip,multi_tf_repair,scale_out_then_trail,8,any_session,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,86a9fdb06f15858428dd,0.83,0.692727,0.675,mechanism_generator,"{'context': 'trend', 'trigger': 'bias_realignment_break', 'participation': 'late_confirmation', 'invalidation': 'htf_bias_flip', 'risk_model': 'multi_tf_repair', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8, 'session_filter': 'any_session'}",86a9fdb06f15858428dd
s70_690dc40b7a0f80da,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,15m,transition,funding_flush_reversion,crowding_extreme_confirm,imbalance_fade,imbalance_fade,trend_resume,crowding_reversion,fixed_rr,18,any_session,"['crowding_layer', 'flow_regime_engine']",0.48,0ac96209038194038530,0.83,0.692727,0.5625,mechanism_generator,"{'context': 'transition', 'trigger': 'funding_flush_reversion', 'participation': 'imbalance_fade', 'invalidation': 'trend_resume', 'risk_model': 'crowding_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 18, 'session_filter': 'any_session'}",0ac96209038194038530
s70_7be02af61322453b,structure_pullback_continuation,structure_pullback_continuation,2h,trend,micro_break_reclaim,volume_expansion_confirm,break_reclaim,break_reclaim,failed_reclaim,trend_pullback,scale_out_then_trail,8,any_session,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,02ed2ebfaac51c0e0bcc,0.83,0.692727,0.7,mechanism_generator,"{'context': 'trend', 'trigger': 'micro_break_reclaim', 'participation': 'break_reclaim', 'invalidation': 'failed_reclaim', 'risk_model': 'trend_pullback', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8, 'session_filter': 'any_session'}",02ed2ebfaac51c0e0bcc
s70_8b2332278506fdb7,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,30m,transition,oi_divergence_revert,crowding_extreme_confirm,imbalance_fade,imbalance_fade,crowding_acceleration,crowding_reversion,time_exit,12,high_liquidity_hours,"['crowding_layer', 'flow_regime_engine']",0.48,822a0e90906f779f1895,0.83,0.692727,0.5375,mechanism_generator,"{'context': 'transition', 'trigger': 'oi_divergence_revert', 'participation': 'imbalance_fade', 'invalidation': 'crowding_acceleration', 'risk_model': 'crowding_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 12, 'session_filter': 'high_liquidity_hours'}",822a0e90906f779f1895
s70_8c1cf8ff6f0a4a51,volatility_regime_transition,volatility_regime_transition,4h,transition,compression_to_expansion,momentum_slope_confirm,retest_break,retest_break,failed_expansion,vol_transition,trailing_atr,14,high_liquidity_hours,"['volatility_regime_engine', 'structure_engine']",0.3,98003376265ea6387f6f,0.83,0.692727,0.3875,mechanism_generator,"{'context': 'transition', 'trigger': 'compression_to_expansion', 'participation': 'retest_break', 'invalidation': 'failed_expansion', 'risk_model': 'vol_transition', 'exit_family': 'trailing_atr', 'time_stop_bars': 14, 'session_filter': 'high_liquidity_hours'}",98003376265ea6387f6f
s70_92fc61cd68238a87,squeeze_flow_breakout,squeeze_flow_breakout,30m,transition,range_expansion_break,flow_burst_confirm,retest_hold,retest_hold,failed_breakout,breakout_follow_through,scale_out_then_trail,16,high_liquidity_hours,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,1e9198b24b760185c4cc,0.83,0.692727,0.475,mechanism_generator,"{'context': 'transition', 'trigger': 'range_expansion_break', 'participation': 'retest_hold', 'invalidation': 'failed_breakout', 'risk_model': 'breakout_follow_through', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 16, 'session_filter': 'high_liquidity_hours'}",1e9198b24b760185c4cc
s70_9e01a153dc496d57,volatility_regime_transition,volatility_regime_transition,1h,vol_shock,vol_regime_reclaim,momentum_slope_confirm,retest_break,retest_break,failed_expansion,vol_transition,time_exit,20,any_session,"['volatility_regime_engine', 'structure_engine']",0.3,918fdeea8393f1e9f994,0.83,0.692727,0.4125,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'vol_regime_reclaim', 'participation': 'retest_break', 'invalidation': 'failed_expansion', 'risk_model': 'vol_transition', 'exit_family': 'time_exit', 'time_stop_bars': 20, 'session_filter': 'any_session'}",918fdeea8393f1e9f994
s70_a1a99a3ec2a724cc,failed_breakout_reversal,failed_breakout_reversal,4h,transition,fake_breakout_reversal,reclaim_confirm,snapback_entry,snapback_entry,breakout_reacceptance,failed_breakout_reversal,fixed_rr,6,session_extremes,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,07d7cce2a2e4d83d43e3,0.83,0.692727,0.6875,mechanism_generator,"{'context': 'transition', 'trigger': 'fake_breakout_reversal', 'participation': 'snapback_entry', 'invalidation': 'breakout_reacceptance', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 6, 'session_filter': 'session_extremes'}",07d7cce2a2e4d83d43e3
s70_aa1f59a833d8d028,exhaustion_mean_reversion,exhaustion_mean_reversion,30m,vol_shock,exhaustion_reversal,flow_exhaustion_confirm,mean_snap,mean_snap,new_extreme_break,mean_reversion,fixed_rr,4,late_session,"['flow_regime_engine', 'trade_geometry_layer']",0.4,ec5d408d1dce2555836c,0.83,0.692727,0.6375,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'exhaustion_reversal', 'participation': 'mean_snap', 'invalidation': 'new_extreme_break', 'risk_model': 'mean_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'late_session'}",ec5d408d1dce2555836c
s70_ae8b46e8c1c6036c,liquidity_sweep_reversal,liquidity_sweep_reversal,15m,transition,pool_violation_reclaim,rejection_close_confirm,wick_rejection,wick_rejection,flow_reversal,sweep_reversal,breakeven_then_fixed,8,any_session,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,2ee9c5c78a09b712c30a,0.83,0.692727,0.65,mechanism_generator,"{'context': 'transition', 'trigger': 'pool_violation_reclaim', 'participation': 'wick_rejection', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 8, 'session_filter': 'any_session'}",2ee9c5c78a09b712c30a
s70_b4131724b93b6ae8,squeeze_flow_breakout,squeeze_flow_breakout,4h,vol_shock,range_expansion_break,flow_burst_confirm,retest_hold,retest_hold,volatility_recompression,breakout_follow_through,scale_out_then_trail,10,high_liquidity_hours,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,064bb63110b2ca57b219,0.83,0.692727,0.425,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'range_expansion_break', 'participation': 'retest_hold', 'invalidation': 'volatility_recompression', 'risk_model': 'breakout_follow_through', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 10, 'session_filter': 'high_liquidity_hours'}",064bb63110b2ca57b219
s70_c3e005e9d8f7fa3d,structure_pullback_continuation,structure_pullback_continuation,1h,trend,pullback_reclaim,volume_expansion_confirm,break_reclaim,break_reclaim,failed_reclaim,trend_pullback,trailing_atr,8,ldn_ny_overlap,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,a57c4dcbf9a38b97507c,0.83,0.692727,0.3625,mechanism_generator,"{'context': 'trend', 'trigger': 'pullback_reclaim', 'participation': 'break_reclaim', 'invalidation': 'failed_reclaim', 'risk_model': 'trend_pullback', 'exit_family': 'trailing_atr', 'time_stop_bars': 8, 'session_filter': 'ldn_ny_overlap'}",a57c4dcbf9a38b97507c
s70_c6addf1ef270fc74,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,2h,crowding,funding_flush_reversion,crowding_extreme_confirm,imbalance_fade,imbalance_fade,crowding_acceleration,crowding_reversion,fixed_rr,12,any_session,"['crowding_layer', 'flow_regime_engine']",0.48,f73e4784f85e12233c33,0.83,0.692727,0.5125,mechanism_generator,"{'context': 'crowding', 'trigger': 'funding_flush_reversion', 'participation': 'imbalance_fade', 'invalidation': 'crowding_acceleration', 'risk_model': 'crowding_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 12, 'session_filter': 'any_session'}",f73e4784f85e12233c33
s70_c938fd26815345de,liquidity_sweep_reversal,liquidity_sweep_reversal,30m,transition,liquidity_sweep_reclaim,rejection_close_confirm,wick_rejection,wick_rejection,flow_reversal,sweep_reversal,fixed_rr,6,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,82dcfaa9032d5d034c3a,0.83,0.692727,0.625,mechanism_generator,"{'context': 'transition', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'wick_rejection', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 6, 'session_filter': 'session_extremes'}",82dcfaa9032d5d034c3a
s70_cedc46e356d1d210,failed_breakout_reversal,failed_breakout_reversal,30m,vol_shock,fake_breakout_reversal,reclaim_confirm,snapback_entry,snapback_entry,trend_continuation,failed_breakout_reversal,fixed_rr,10,session_extremes,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,7bc804872dae213b7ec7,0.83,0.692727,0.375,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'fake_breakout_reversal', 'participation': 'snapback_entry', 'invalidation': 'trend_continuation', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 10, 'session_filter': 'session_extremes'}",7bc804872dae213b7ec7
s70_e350b13be91edf12,structure_pullback_continuation,structure_pullback_continuation,15m,transition,micro_break_reclaim,volume_expansion_confirm,impulse_rejoin,impulse_rejoin,structure_break,trend_pullback,scale_out_then_trail,12,any_session,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,26b6c3660c28d3edd10c,0.83,0.692727,0.3875,mechanism_generator,"{'context': 'transition', 'trigger': 'micro_break_reclaim', 'participation': 'impulse_rejoin', 'invalidation': 'structure_break', 'risk_model': 'trend_pullback', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 12, 'session_filter': 'any_session'}",26b6c3660c28d3edd10c
